Id,SalePrice
1461,115699.5816629444
1462,123576.16010703181
1463,173714.28880861204
1464,199306.79483040434
1465,197913.20036712976
1466,185301.99621001433
1467,200292.14065630187
1468,177929.1838139632
1469,210527.95983244956
1470,118764.92298103787
1471,207377.4326844894
1472,115685.71887808887
1473,95668.10481881199
1474,151834.9089320033
1475,120228.42905343894
1476,307985.4150390305
1477,245669.15703257278
1478,286592.85479914455
1479,268834.8942185702
1480,379842.70065355056
1481,286955.15705561347
1482,215528.57327433082
1483,176981.1467948045
1484,174970.8797087149
1485,210734.63705492264
1486,214487.77965742804
1487,284074.7341791281
1488,258580.77602225367
1489,183612.23649058642
1490,234885.58008405624
1491,213660.30512708344
1492,88437.89631031
1493,220791.33800762251
1494,287172.2014982732
1495,278257.9353681229
1496,223971.5712512444
1497,167409.66366630618
1498,157691.996631496
1499,168630.22431785415
1500,157008.57953879784
1501,195867.13375764329
1502,151644.4628016859
1503,284811.52262983134
1504,250060.35248830065
1505,225672.21068943723
1506,199525.67445597507
1507,246987.15465103404
1508,200285.0021013812
1509,154712.18067512952
1510,143461.4610544335
1511,147628.24185083283
1512,187615.22488137905
1513,164940.6139508643
1514,146062.24899230863
1515,219697.41443479212
1516,164980.0468249455
1517,166894.66905026592
1518,121568.92203329166
1519,242276.38825449336
1520,129844.18089066993
1521,118892.62238675344
1522,205035.511798581
1523,84401.1012665549
1524,109068.06872394995
1525,96296.70926464035
1526,84201.30714882433
1527,93405.0554897649
1528,156126.84130903997
1529,127014.26205702813
1530,235150.33436641714
1531,146481.06704917166
1532,99821.51405121095
1533,145591.53021965816
1534,132759.64297471463
1535,151757.2459221565
1536,100090.99408587825
1537,35662.146436473005
1538,180130.28631572297
1539,231761.9981582003
1540,101842.54059677722
1541,156455.23605793307
1542,138939.01195665344
1543,194463.8626681628
1544,78847.98670802859
1545,138074.06429623708
1546,142550.92800485634
1547,144638.13653675665
1548,137795.44628257223
1549,127146.18724882312
1550,129614.40037482034
1551,137529.57999412448
1552,128379.13352421753
1553,146828.94222251687
1554,124030.9809525829
1555,160497.52285456995
1556,80542.61867988447
1557,70261.75909894856
1558,98340.31593942794
1559,61659.19119566202
1560,126282.66484696895
1561,112869.11550165655
1562,121898.61091470474
1563,122409.70657990419
1564,153980.55245032546
1565,137508.7492048476
1566,242493.15384296665
1567,65265.78504702228
1568,220661.86551610462
1569,85063.57618047448
1570,150248.9629944741
1571,121202.10578659258
1572,139521.76808285934
1573,258186.5331131682
1574,123886.84246265574
1575,244771.9839178651
1576,243920.95219666918
1577,201639.26538885396
1578,148501.52201392606
1579,136953.92096832686
1580,212436.27687741106
1581,142816.8111523554
1582,130386.67197405489
1583,304767.2474375897
1584,229077.41960720567
1585,157614.18075902842
1586,55909.91137954139
1587,100882.92336229153
1588,146690.9149396798
1589,103415.54323403153
1590,137397.77155150042
1591,63018.99990373559
1592,131817.5048454533
1593,149049.49657094118
1594,123106.29427259148
1595,112524.01870468853
1596,216080.9736586433
1597,172851.47990853724
1598,211476.60181724175
1599,203369.71559698472
1600,187887.84413627477
1601,29787.158470618655
1602,128440.98717843473
1603,54845.454117969726
1604,255421.33729189367
1605,269115.4592348222
1606,169367.87257490575
1607,168369.2120760196
1608,230039.29080948012
1609,200462.47319663398
1610,159937.72526507417
1611,163822.9771113618
1612,163440.76536809432
1613,168620.92862081283
1614,129445.29591667617
1615,54814.81138444727
1616,40537.65832451533
1617,63425.02074212639
1618,114293.07858664461
1619,152799.76818045846
1620,179441.900381592
1621,138240.8139620392
1622,128434.88204016082
1623,262424.3785902414
1624,208474.98393493507
1625,121396.34026582004
1626,194542.33274940704
1627,194791.1669082453
1628,282051.7455446307
1629,201176.3659056907
1630,315268.28926397034
1631,215495.0293434339
1632,232815.15688956773
1633,196811.32568025193
1634,202165.31736920518
1635,197361.9749117219
1636,170970.71625070297
1637,195948.94535145233
1638,215230.2471559695
1639,200916.94460923015
1640,262608.23144723463
1641,202838.06061049015
1642,233471.20437617844
1643,230169.96878124354
1644,236873.4322962704
1645,240474.41186967387
1646,182534.32930416544
1647,178337.3626691415
1648,132346.61686815927
1649,132157.44431220344
1650,119276.12901203032
1651,111662.96277435217
1652,124880.17045864533
1653,123757.7565417001
1654,155587.99119917187
1655,153241.99458063766
1656,144822.62571595097
1657,156216.83400251158
1658,147594.20157337515
1659,133752.39053625357
1660,144613.9640115595
1661,369721.63490424806
1662,327239.68972587714
1663,320007.2350090415
1664,412441.3339231679
1665,282914.302524767
1666,288331.859998135
1667,308781.9795442127
1668,307870.93037667556
1669,296405.93504009384
1670,307666.46106585313
1671,260092.3781540637
1672,373204.4669032496
1673,287088.2878270921
1674,254860.91714700602
1675,187794.25299261394
1676,198254.97129075485
1677,216037.1930371977
1678,383026.8526328277
1679,315629.7248193248
1680,280298.9580248251
1681,245423.48799755785
1682,284240.526887216
1683,195109.2557518913
1684,209830.91739015165
1685,185982.34282536665
1686,180494.39229780156
1687,189837.72855338012
1688,214027.27241755323
1689,212477.78425383824
1690,224618.98260653415
1691,213171.62843128084
1692,271440.5582162709
1693,189905.29030649317
1694,202921.90113524324
1695,191724.77228424232
1696,279592.8295765758
1697,194506.81723608007
1698,322639.777369009
1699,292155.97454209195
1700,249365.565717938
1701,276887.8609644306
1702,252826.13542145712
1703,259033.15438603435
1704,281077.2964396699
1705,241170.50129785447
1706,365479.3917536185
1707,200041.49181607203
1708,204900.50916120317
1709,263495.73010731454
1710,233176.15451356221
1711,274505.11298333935
1712,256572.37661172485
1713,265284.96147894685
1714,224347.90672393492
1715,211148.93772070133
1716,182859.95485611632
1717,197435.51535041304
1718,130317.68764751381
1719,213555.25427543162
1720,245383.9790586814
1721,183674.85324639548
1722,117802.13113892474
1723,169084.1857993179
1724,225458.96775762923
1725,244459.44394628156
1726,188606.49168044818
1727,149758.6421561346
1728,200819.9582137172
1729,170555.36508336966
1730,178311.46941643045
1731,123392.60353198927
1732,120006.57041872898
1733,110943.88310551923
1734,113388.48670085147
1735,133044.59790420881
1736,103223.70155988564
1737,326439.19787679345
1738,237449.20779902546
1739,268279.28195895057
1740,188252.95798517484
1741,189123.4667004703
1742,176236.20530213742
1743,186641.91053542634
1744,298477.46549428126
1745,211699.11500836373
1746,224167.2575355866
1747,225758.12686472456
1748,225518.6143676145
1749,154337.9394791464
1750,153677.68900237093
1751,252763.25714628014
1752,112104.9830453922
1753,148928.03058859892
1754,229072.21841751062
1755,163668.3025966466
1756,146396.70750040142
1757,100039.62009093608
1758,154605.4960093191
1759,181166.52339680353
1760,169185.481938367
1761,163890.643688994
1762,162573.8599022841
1763,171123.78484125924
1764,112276.49727993342
1765,191948.6992247384
1766,208625.00792249455
1767,250676.91101978056
1768,140395.78694878193
1769,182855.0321853985
1770,162080.27361966693
1771,111155.2369434922
1772,120760.37667201879
1773,108520.79573261691
1774,144062.2834966802
1775,145948.16668133624
1776,141890.326573401
1777,102423.50336015085
1778,143934.82565093064
1779,121579.8102094254
1780,198427.71648988104
1781,116315.30517042545
1782,50946.76051627216
1783,131860.900735687
1784,88035.75142451026
1785,110351.5766227874
1786,156317.62681764155
1787,171657.27352272277
1788,14877.292184285587
1789,100984.32580363564
1790,45072.18346002442
1791,207580.53496179613
1792,166438.68995797518
1793,162097.64791052206
1794,182651.59301417996
1795,126942.45543607255
